alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
community occupational therapist,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/community-occupational-therapist.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/community-occupational-therapist.png,Download (Outside the Box),./images/community-occupational-therapist.png,"This picture is about community occupational therapists. There's a title at the top that says ""community occupational therapist"" in big, black letters. Below the title, there are three houses with green trees behind them. In front of the houses, there are two people who look like occupational therapists, a man and a woman. They are standing on a green hill with a path leading to the houses. There's a big circle on the left with pictures inside. These pictures show things like a person in a wheelchair with a flower, a bathtub, a plate with a spoon, and painting supplies. These are things an occupational therapist might help people with in their community.",Healthcare,"[ 0.01035527 -0.00654566 -0.04052547 ... -0.00547371 -0.01232059
 -0.03836301]",https://easyread-app.s3.amazonaws.com/images/community-occupational-therapist_8d671c77e6054f4797e889dd2592836e.png
community physio,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/community-physio.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/community-physio.png,Download (Outside the Box),./images/community-physio.png,"The image shows the words 'community physio' in bold black letters at the top. Below, there is a scene of a neighborhood with three houses with brown brick walls, blue windows, and red doors. Green trees are behind each house. In the foreground, a woman with brown hair and wearing a blue shirt with ""NHS"" on it is helping a man wearing a yellow shirt who is lying on a blue mat. She is holding his leg. Curved green arrows show movement. To the right of the houses, there are two figures of a man and a woman who are both wearing blue shirts. Curved green arrows connect them. The background is a green grassy area with a gray path.",Health and Medical,"[ 0.0277004  -0.01077564 -0.04869138 ... -0.0021903  -0.0183453
 -0.029006  ]",https://easyread-app.s3.amazonaws.com/images/community-physio_ff58f3d20e7746b78894aed4aaaf205a.png
community review,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/community-review.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/community-review.png,Download (Outside the Box),./images/community-review.png,"A cartoon illustration promoting community review. The bold text at the top reads 'community review'. Below this are two people. The first person holds a clipboard with the text 'community review' at the top and has three green check marks on it with one empty box. The second person is looking at a picture of a small neighborhood through a magnifying glass. Both people are wearing NHS identification tags. The image is designed to be visually clear and easily understood, reflecting the principles of easy read materials.",Healthcare,"[ 0.02351031  0.00590564 -0.0405345  ... -0.01567221 -0.02971485
 -0.02512948]",https://easyread-app.s3.amazonaws.com/images/community-review_4981bf10b3b647498aa0dbd21093f0d2.png
community speech & language theraphy,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/community-speech-language-theraphy.png,Download (In the Box),,,./images/community-speech-language-theraphy.png,"The image is a colorful cartoon drawing for people with learning difficulties. At the top, in big, bold, black letters, it says ""community speech & language therapy"". Below the words, there are three houses. They're made of brown bricks and have blue windows and black roofs. Green trees are behind the houses. In front of the houses, there's green grass and a gray path. There are two people standing in front of the houses. One has blonde hair and is wearing a blue shirt and brown pants. The other has brown hair and is wearing a blue shirt and black pants. There's a big white circle with a black outline on the left side of the image. Inside the circle, there are four pictures. One shows a person with no details, just a line drawing. Another shows a blue person with arms and legs. The third shows a person with yellow shirt and black hair. The last picture shows a brown man with a spoon in his mouth.",Educational Resources,"[ 0.0177376   0.00543545 -0.01991869 ... -0.02017602 -0.01348097
 -0.01841695]",https://easyread-app.s3.amazonaws.com/images/community-speech-language-theraphy_c4264abd97c84d1ca87527e964bb24bb.png
Community speech & language therapy,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/community-speech-language-therapy.png,Download (Outside the Box),,,./images/community-speech-language-therapy.png,This picture shows a service called 'Community speech and language therapy'. There are people in the community who need to talk to the therapist. The therapist gives people food to eat.,Healthcare,"[ 0.02993406 -0.00323575 -0.01290596 ... -0.00201388 -0.0197484
 -0.00507498]",https://easyread-app.s3.amazonaws.com/images/community-speech-language-therapy_715bcb13a9da4e3ea10db878b7075534.png
community visit doctor,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/community-visit-doctor.png,Download (In the Box),,,./images/community-visit-doctor.png,"The picture shows a scene that is easy to understand. At the top, the words ""community visit"" are written in big, bold letters, telling us what the picture is about. Below the words, there are three houses with green trees behind them, making it look like a friendly neighborhood. In front of one of the houses, a person is standing. A hand is underneath the person, as if they are holding them. An arrow points from the person to a doctor, who is standing to the right. This shows that the person is going to visit the doctor in the community.",Health and Community,"[ 0.02995997 -0.01916512 -0.03221522 ...  0.00243801 -0.0070659
 -0.03705001]",https://easyread-app.s3.amazonaws.com/images/community-visit-doctor_fa5b4061d66b431ba75c565c5cfc254e.png
community visit doctor and nurse,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/community-visit-doctor-and-nurse.png,Download (In the Box),,,./images/community-visit-doctor-and-nurse.png,"The image shows a poster with the words 'community visit' written in large, bold black letters at the top. Below the words, there are four brick houses with blue windows and red doors, sitting on green hills with trees behind them. In front of one of the houses, a person is walking toward a large hand offering support. An arrow points from the hand to a doctor in a suit with a stethoscope and a nurse in a blue uniform. The image is bordered with a black frame.",Health & Community Services,"[ 0.02275169 -0.00895657 -0.03435189 ... -0.00644717 -0.01528914
 -0.03104142]",https://easyread-app.s3.amazonaws.com/images/community-visit-doctor-and-nurse_2b9d73f655234d2f84dec1ac16fd09c9.png
community visit nurse,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/community-visit-nurse.png,Download (In the Box),,,./images/community-visit-nurse.png,"This is a picture with the words 'community visit' at the top in big, black letters. Below the words are some houses with green trees behind them. A person is standing in front of one of the houses and stepping onto a big, brown hand. A green arrow points from the hand to two people standing next to each other. These people are wearing blue nurse uniforms. This image shows that nurses are visiting people in their homes.",Health & Community,"[ 0.01686479 -0.01416363 -0.03949554 ... -0.00139817  0.00340015
 -0.03154975]",https://easyread-app.s3.amazonaws.com/images/community-visit-nurse_f4187ba60a42436abf6ffce289ffdbbf.png
compass,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compass.png,Download (In the Box),,,./images/compass.png,"A black and white illustration of a compass inside a square black border. The word ""compass"" is written in bold black letters at the top. Below the text is a detailed compass rose design. The cardinal directions, N, E, S, and W, are clearly labeled. The image presents a classic navigational tool in a straightforward and easily understandable visual format.",Navigation,"[ 0.03953359 -0.01240648 -0.0168059  ... -0.00078153 -0.00455534
 -0.00815371]",https://easyread-app.s3.amazonaws.com/images/compass_c9c9c92817fd4aa9bca69a1218189a03.png
compass (east),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compass-east.png,Download (In the Box),,,./images/compass-east.png,"The image depicts a compass rose against a white background. The compass rose is black and white with major directions labeled with ""N"" for North, ""E"" for East, ""S"" for South, and ""W"" for West. An arrow pointing eastward from the center of the compass is highlighted in red. The word ""compass"" is written in a large, bold black font above the compass rose. The entire image is framed within a black border.",Navigation,"[ 0.04286413 -0.03863071 -0.02184197 ...  0.00537185  0.01253154
 -0.02195728]",https://easyread-app.s3.amazonaws.com/images/compass-east_35fff32d86f745da8da5a60df5cb8949.png
compass (north),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compass-north.png,Download (In the Box),,,./images/compass-north.png,"This image shows a compass with the needle pointing north. The cardinal directions are labeled, with ""N"" at the top, ""E"" on the right, ""S"" at the bottom, and ""W"" on the left. The word ""compass"" is written in bold black letters above the compass illustration. The compass needle is red, and there is a red circle highlighting the letter ""N"" at the top.",navigation,"[ 0.03619424 -0.01848474 -0.01518599 ...  0.00292274  0.00052054
 -0.00833554]",https://easyread-app.s3.amazonaws.com/images/compass-north_c2f45aff1b314ff1919cf64895e8d296.png
compass (south),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compass-south.png,Download (In the Box),,,./images/compass-south.png,"A square compass rose image. The background is white with a thick black border. At the top, in large black letters, is the word ""compass"". Below the word is a compass rose design, consisting of a circular frame with cardinal directions marked N, E, S, W. The intercardinal directions are also displayed with smaller fonts (ne, nw, se, sw). The pointer of the compass rose, highlighted with a red arrow, is currently pointing towards the letter ""S"", which is circled in red.",Educational,"[ 0.02779959 -0.01401667 -0.03579274 ...  0.00375335  0.0179768
 -0.00513508]",https://easyread-app.s3.amazonaws.com/images/compass-south_103a7268e9944954be802405955e4260.png
compass (west),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compass-west.png,Download (In the Box),,,./images/compass-west.png,"A compass rose in a white square with a black border. The word 'compass' is written in bold, black letters above the compass rose. The compass rose has the four cardinal directions labeled: N for north, S for south, E for east, and W for west. A red circle with a white 'W' inside and a red arrow points to the west.",maps and navigation,"[ 0.0448058  -0.03272743 -0.0121691  ... -0.00218772  0.01344449
 -0.0017726 ]",https://easyread-app.s3.amazonaws.com/images/compass-west_fb66a62f921d48899fd9d93ba35ab32d.png
Complain,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/Complain.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/Complain.png,Download (Outside the Box),./images/Complain.png,"The image depicts a cartoon illustration representing the word ""complain."" A person's head with a frowning expression is connected by a green arrow to a pair of lips, also with a downturned shape. A green speech bubble originates from the lips, visually symbolizing the act of complaining or expressing discontent. The word ""complain"" is written in bold black letters above the head, further emphasizing the image's theme. It is in a square black border.",Visual Communication,"[-0.00166688 -0.00806083 -0.01651807 ... -0.01040395 -0.02152975
 -0.02325691]",https://easyread-app.s3.amazonaws.com/images/Complain_b548b4715d7d42dd9dc809b5ecdf8fee.png
complain V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/09/complain-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/09/complain-V2b.png,Download (Outside the Box),./images/complain-V2.png,"A cartoon-style image titled 'complain'. It features two people in speech bubbles. On the left, a woman wearing a black hijab and yellow top with orange glasses asks 'how can I help'. On the right, a man wearing an orange shirt looks somewhat nervous and says 'I'd like to complain'. The background is white and the image has a thick black border.",Illustration,"[-0.00150477  0.00923595 -0.01953386 ... -0.01792621 -0.05402824
 -0.01410826]",https://easyread-app.s3.amazonaws.com/images/complain-V2_e6d656f2d2e94a00902b7bce84cc55a2.png
complaint incidents and enquires,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/complaint-incidents-and-enquires.png,Download (In the Box),,,./images/complaint-incidents-and-enquires.png,"The image is a visual aid, likely an easy-read resource, addressing the topic of 'complaints, inquiries, and incidents.' The title text reads ""complaint enquires and incidents"". It includes cartoon-style drawings representing the concept of complaints via a frowning person and a person with lips, inquiries with a person speaking on a telephone, and incidents via a person falling down on a walking surface, while a female doctor is on the phone at her desk.",Educational Resource,"[-0.00036084 -0.00293346 -0.02232034 ... -0.02132659 -0.01293784
 -0.00077687]",https://easyread-app.s3.amazonaws.com/images/complaint-incidents-and-enquires_9e633802847d4602b83f6befd74a199a.png
complex multiple impairment team,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/complex-multiple-impairment-team.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/complex-multiple-impairment-team.png,Download (Outside the Box),./images/complex-multiple-impairment-team.png,"The image shows the words 'complex multiple impairment team' in big, bold, black letters at the top. Below the text, there is a black arrow and line that loops around, forming an oval. Inside the oval, there are three small houses with trees behind them, representing a neighborhood. In front of the houses, there are seven people wearing shirts with the NHS logo, suggesting they are healthcare professionals. One person is in a wheelchair, showing inclusivity. The image represents a team working together to help people in their community.",Healthcare,"[ 0.02570106 -0.00895805 -0.02281129 ... -0.02099743 -0.00966488
 -0.00813308]",https://easyread-app.s3.amazonaws.com/images/complex-multiple-impairment-team_32f1d6ef8c6543628479420c0cba8bd3.png
compost bin,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/compost-bin.png,Download (In the Box),,,./images/compost-bin.png,"The image is a cartoon style illustration of two compost bins, labeled ""compost bin"" at the top. The illustration is contained within a black-bordered square. The bin on the left is green, while the bin on the right is gray. Both bins are placed on a brown ground.",Nature,"[ 0.03069507 -0.01162857 -0.02981109 ... -0.0201591  -0.03229297
 -0.04123268]",https://easyread-app.s3.amazonaws.com/images/compost-bin_1ff68d5cc7ed496780205402268250bd.png
Compressions,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2024/02/compressions.png,Download (In the Box),,,./images/compressions.png,"The image is a cartoon illustration with a black border. At the top, in large black text, is the word ""Compressions."" Below, there's a drawing of a man in a blue suit performing chest compressions on another man lying on his back. The man performing compressions has dark hair and a concerned expression. The man receiving compressions has blond hair and appears unconscious. He is wearing a green shirt and blue pants. This scene likely represents CPR, a life-saving procedure.",Medical Illustration,"[ 0.01049374 -0.00230953 -0.04955029 ... -0.01077741 -0.00066492
 -0.02309656]",https://easyread-app.s3.amazonaws.com/images/compressions_b596828a01284e07ab0ef930d46caa0b.png
computer,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/computer.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/computer.png,Download (Outside the Box),./images/computer.png,"An illustration shows a desktop computer setup with a black frame around the image. At the top, the word 'computer' is written in bold, black letters. Below, from left to right, are the components of a computer: a black keyboard with white lettering, a black computer monitor, and a black computer tower. A black mouse is connected to the tower with a cord.",Technology,"[ 0.05204621 -0.00018893 -0.0400733  ... -0.01941805 -0.03626226
 -0.0298617 ]",https://easyread-app.s3.amazonaws.com/images/computer_d020cda64158461c981b33c0f08f7f5e.png
computer keyboard,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/computer-keyboard.png,Download (In the Box),,,./images/computer-keyboard.png,,,,https://easyread-app.s3.amazonaws.com/images/computer-keyboard_c8c37c0cda064a3cb16d74461b2d91f2.png
computer monitor,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/computer-monitor.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/computer-monitor.png,Download (Outside the Box),./images/computer-monitor.png,"A computer monitor is depicted against a white background framed by a thin black border. Above the monitor, bold black text reads 'computer monitor'. The monitor itself has a black frame and a white screen. Below the screen, a small green power button is visible. The monitor is supported by a grey stand that connects to a black base.",Technology,"[ 0.04192577  0.00123607 -0.04603113 ... -0.00514065 -0.01474357
 -0.02367834]",https://easyread-app.s3.amazonaws.com/images/computer-monitor_92649cebda75429b915ef4ab0cae1344.png
Computer screen,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/computer-screen.png,Download (Outside the Box),,,./images/computer-screen.png,A black computer screen with a white display area is shown in the image. The screen is sitting on a gray stand.,Technology,"[ 0.04631069 -0.01097149 -0.04099184 ... -0.00861799 -0.02011757
 -0.01713533]",https://easyread-app.s3.amazonaws.com/images/computer-screen_d2d6270557f94d63ba98de74131a1d41.png
Computer screen V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/computer-screen-V2.png,Download (Outside the Box),,,./images/computer-screen-V2.png,A cartoon-style computer screen with a white display and a gray stand. The screen has a thick black frame. The stand connects the screen to a rectangular base.,Technology,"[ 0.05904578 -0.00767559 -0.0466787  ... -0.01260715 -0.01821576
  0.00571558]",https://easyread-app.s3.amazonaws.com/images/computer-screen-V2_02908bc51e2048f6a7412d93d233957c.png
concerned,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/10/concerned.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/10/concernedn.png,Download (Outside the Box),./images/concerned.png,"The image depicts a man with blonde hair wearing an orange shirt. A thought bubble above his head shows a sad version of himself. Green dashes indicate he is speaking to a woman with brown hair and a blue shirt, who is smiling. The word ""concerned"" is printed at the top of the image. This is a visual aid representing the feeling of concern.",Education,"[ 0.00493121 -0.00191182 -0.03185957 ... -0.0104508  -0.02520883
 -0.03762246]",https://easyread-app.s3.amazonaws.com/images/concerned_9fdcc95aaf614e9c98c53466f0ce27b1.png
concerns,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/concerns.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/concerns.png,Download (Outside the Box),./images/concerns.png,"A cartoon style image with a black border. The word 'concerns' is written in large, bold, black letters at the top. Below it, there is an open yellow folder with the word 'concerns' written on a paper inside. A pen is hovering near the folder, and a brown hand is underneath, appearing to hold or receive the folder and pen.",Social Issues,"[ 0.0164011  -0.00425727 -0.04119285 ... -0.01191928 -0.04684476
 -0.0075486 ]",https://easyread-app.s3.amazonaws.com/images/concerns_b962d5a64feb49a8be4e03b78c8fa82a.png
condom,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/condom.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/condom-1.png,Download (Outside the Box),./images/condom.png,"A cartoon illustration features a torso and genitalia wearing a condom. The torso is depicted in a brownish color with a black outline. Some pubic hair is visible above the scrotum, which is outlined in black as well. The erect penis, also outlined in black, is adorned with a pink condom. Above the image, in bold, black letters, is the word ""condom"". The entire illustration is set against a white background and framed by a thick black border.",health,"[ 0.01061711  0.00647545 -0.00937758 ... -0.01545643 -0.03124684
 -0.02573059]",https://easyread-app.s3.amazonaws.com/images/condom_d02f049b7053451b80fb2a7d2f66831b.png
condom dispose of condom after use,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/condom-dispose-of-condom-after-use.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/condom-dispose-of-condom-after-use.png,Download (Outside the Box),./images/condom-dispose-of-condom-after-use.png,"This image is a diagram with instructions on how to dispose of a condom after use. The image has a black border and a white background. At the top, in bold black text, it reads ""dispose of condom after use"". The diagram shows the following steps: first, a stack of condom wrappers moves to a condom on a penis through a green arrow. Then, a used condom with a tied end shows a green arrow to a brown trash can.",Diagram,"[ 0.0321475  -0.0044279  -0.01571158 ... -0.01006453 -0.01118446
 -0.0067829 ]",https://easyread-app.s3.amazonaws.com/images/condom-dispose-of-condom-after-use_48b4157b98c14bdebae162ac8fc0a6fc.png
condom on erection,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/06/condom-on-erection.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/condom-on-erection.png,Download (Outside the Box),./images/condom-on-erection.png,"This image is a visual guide with a black border, white background, and black text at the top that reads ""condom on erection."" Below the text, two cartoon-style drawings of a male torso from the waist down are displayed. The torso on the left shows an erect penis without a condom and has a large red ""X"" next to it. The torso on the right shows an erect penis with a condom and has a large green checkmark next to it. This image visually conveys the importance of using a condom on an erection.",Health and Safety,"[ 0.02042378 -0.00043038 -0.01690754 ...  0.00872918 -0.01576398
 -0.01964159]",https://easyread-app.s3.amazonaws.com/images/condom-on-erection_34772ee09b6a40fcb7f70074361d5e8c.png
confidential,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/confidential.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/confidential.png,Download (Outside the Box),./images/confidential.png,"An image depicting the word ""confidential"". A blue ""i"" with a circle on top has a green arrow pointing towards a person's ear. The person is holding their finger to their lips as a signal to be quiet.",symbols,"[ 0.0028327   0.0185961  -0.04306766 ... -0.00945314 -0.0075129
 -0.0246807 ]",https://easyread-app.s3.amazonaws.com/images/confidential_234365488318457c8d5262fb98a0efae.png
confidential V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/confidential-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/confidential-V2.png,Download (Outside the Box),./images/confidential-V2.png,"A cartoon image illustrates confidentiality. The word ""confidential"" is written in large, bold black letters at the top of the image. Below, there is a cartoon drawing of a person with brown hair and a finger held to their lips, indicating silence or secrecy. To the left of the person, there is a blue ""i"" symbol with a green arrow pointing towards the person's ear, suggesting that the information is being heard or understood. The image is framed with a thick black border against a white background.",Social Concepts,"[ 0.01306364  0.00478521 -0.04671748 ... -0.02074163 -0.0191155
 -0.01414416]",https://easyread-app.s3.amazonaws.com/images/confidential-V2_d09ce154f7ad416a83988e9791e2538f.png
confused,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/confused.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/confused.png,Download (Outside the Box),./images/confused.png,"The image shows a person depicted in a cartoon style, looking confused. Above their head is the word ""confused"" in bold, black letters. To the right of the person's head are two thought bubbles: one smaller and grey, and a larger one containing a black question mark. The person has tan skin, black hair with a small white highlight, and a facial expression indicating confusion. One eye is winking, and the other is wide open. The mouth is represented by a slanted line. The image is bordered by a thick black line, enclosing the white background.",Illustration,"[ 0.00479625 -0.01982573 -0.02866023 ... -0.02345039 -0.01402319
 -0.03935283]",https://easyread-app.s3.amazonaws.com/images/confused_a22881ddeb0d4976bc4e64e8b2033f48.png
consent,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/consent.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/consent.png,Download (Outside the Box),./images/consent.png,"This image depicts the word 'consent' written in bold, black letters at the top. Below, there's a cartoon drawing of a person's head. Above the head are two thought bubbles. One contains a green checkmark, symbolizing 'yes,' and the other contains a red 'X,' symbolizing 'no'. There are also two small grey clouds in-between the head and thought bubbles.",Education,"[ 0.01601356 -0.01911487 -0.03108696 ... -0.0109449  -0.04643235
 -0.02433346]",https://easyread-app.s3.amazonaws.com/images/consent_d3947729d4ab4b5ab54ccf59bc445e4c.png
consent V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/consent-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/consent-V2.png,Download (Outside the Box),./images/consent-V2.png,"This colorful illustration explains the concept of consent. The word ""consent"" is written in bold black letters at the top. Below is a cartoon head with orange hair, blue glasses, and a smiling face. Above the head are two thought bubbles. One contains a green check mark, symbolizing consent. The other contains a red X, representing refusal. This image simplifies the concept of consent to easily understand.",Education,"[ 0.01415858 -0.01029842 -0.0212549  ... -0.0143427  -0.05991752
 -0.02205109]",https://easyread-app.s3.amazonaws.com/images/consent-V2_07d060db427740c1867e78fca4982a40.png
conservatory,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/conservatory.png,Download (In the Box),,,./images/conservatory.png,"A cartoon drawing showing a two-story brick building with a brown roof, three blue windows and a red door. The side of the building connects to a glass conservatory built on a small brick base. The word 'conservatory' is written in bold black letters above the building. The image is bordered in black.",Diagram,"[ 0.02544386  0.00126681 -0.03369997 ... -0.00868382 -0.03104775
  0.00079348]",https://easyread-app.s3.amazonaws.com/images/conservatory_3ec79ad5d8c94ba48692e59828edb38b.png
consistent,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/consistent.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/consistent.png,Download (Outside the Box),./images/consistent.png,"This image has a black square border with the word ""consistent"" written in large, bold black letters at the top. Below that, there's a poster showing six different scenarios or actions that are each displayed twice. Each of the six scenarios are shown with the word ""consistent"" written at the top. To the right of the poster is a person with tan skin, brown hair, and wearing a blue shirt. The person is giving a thumbs-up gesture.",Education,"[ 0.02130522 -0.01397627 -0.03503644 ... -0.02524492 -0.02938888
 -0.02244245]",https://easyread-app.s3.amazonaws.com/images/consistent_ce13a2d371684b4785c0cc2e0fddd22d.png
constipation,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/constipation.png,Download (In the Box),,,./images/constipation.png,"A picture with the word ""constipation"" at the top. Below the word is a drawing of a person sitting on a toilet. The person's face is red and they look like they are trying very hard to poo.",Health,"[ 0.01820119  0.00463593 -0.03711563 ...  0.00085654 -0.03822604
 -0.0274314 ]",https://easyread-app.s3.amazonaws.com/images/constipation_0a942f69d6d34dbbaa26a7537bab5d0f.png
consulting room doctor,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/consulting-room-doctor.png,Download (In the Box),,,./images/consulting-room-doctor.png,"A cartoon image of a consulting room, clearly labeled ""consulting room"" at the top in large, bold letters. Inside the room, there is an examination table with a blue cover, a brown wooden desk, and a blue chair. A smiling doctor with a stethoscope around his neck is sitting behind the desk. There's a sink with a mirror above it on the wall. The walls are a light tan color, and there is a brown door on the left. The floor is grey, and the entire scene is framed by a thick black border.",Healthcare,"[ 0.03289947 -0.00370201 -0.03889906 ... -0.05700204 -0.02126834
 -0.01331985]",https://easyread-app.s3.amazonaws.com/images/consulting-room-doctor_64b834382dd5401b9f02c2f79f3df52b.png
contact,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contact.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contact.png,Download (Outside the Box),./images/contact.png,"The image has the word 'contact' written in bold, black letters at the top. Below, there are drawings of different ways to get in touch with someone: a brown envelope with a postage stamp, an old black telephone, a grey computer mouse with the '@' symbol on it, and a silver flip-phone.",Icons,"[ 0.00126529 -0.00103285 -0.02022094 ... -0.02273908 -0.04405353
 -0.04896066]",https://easyread-app.s3.amazonaws.com/images/contact_7bf340d66b144dbba68d554ab9f818a8.png
contact number,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contact-number.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contact-number.png,Download (Outside the Box),./images/contact-number.png,"The image, with a black border, features the words 'contact number' in large black letters at the top. Below the text, there's a graphic of a tri-fold brochure. The brochure displays various images and text, including a picture of a person's face and landscapes. A green arrow points from the brochure to a rotary phone below, followed by an equals sign and a large question mark, suggesting a mathematical or logical puzzle related to the phone number on the brochure or the rotary phone itself.",Illustration,"[ 0.0182057  -0.01738646 -0.03555751 ... -0.01199218  0.01318741
 -0.0163307 ]",https://easyread-app.s3.amazonaws.com/images/contact-number_739e3436af0b4e04a45fcd575af736d3.png
contact V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contact-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contact-V2.png,Download (Outside the Box),./images/contact-V2.png,,,,https://easyread-app.s3.amazonaws.com/images/contact-V2_3727aa1fd2564d939ed8e1bf617a9663.png
contingency second plan,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contingency-second-plan.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contingency-second-plan.png,Download (Outside the Box),./images/contingency-second-plan.png,"A person is deliberating on a second plan of action. They are looking up at two thought bubbles, one containing a document labeled ""Plan A"" with a large red X through it, indicating it's no longer viable. The other thought bubble contains a document labeled ""Plan B"" which seems to be the current option. The person has a hand raised to their chin, suggesting they are in deep thought.",Conceptual,"[ 0.01848795 -0.00433686 -0.04489817 ...  0.00715734 -0.00331954
 -0.01479428]",https://easyread-app.s3.amazonaws.com/images/contingency-second-plan_dcaddd7995ce412cbcc3f70396f1130e.png
